requirement_id,user_id,application_domain,tags,novelty,usefulness,clarity
670,108,Safety,"police, cell phone",4,4,4
670,108,Safety,"police, cell phone",3,4,2
670,108,Safety,"police, cell phone",3,5,3
671,117,Health,"filter, air quality, health",4,4,4
671,117,Health,"filter, air quality, health",1,5,5
671,117,Health,"filter, air quality, health",4,5,5
673,122,Safety,"Security, home intrusion",1,4,5
673,122,Safety,"Security, home intrusion",1,5,5
674,122,Health,"Food, fridge, children",3,4,5
674,122,Health,"Food, fridge, children",1,5,5
674,122,Health,"Food, fridge, children",5,5,5
675,122,Safety,carbon monoxide,5,5,5
675,122,Safety,carbon monoxide,5,5,5
675,122,Safety,carbon monoxide,3,3,3
676,115,Safety,"security, safety",2,5,5
676,115,Safety,"security, safety",3,3,3
676,115,Safety,"security, safety",3,3,5
677,120,Entertainment,television,4,4,4
677,120,Entertainment,television,5,2,5
677,120,Entertainment,television,4,5,5
678,122,Energy,"heating, air conditioning",5,5,5
678,122,Energy,"heating, air conditioning",4,3,5
678,122,Energy,"heating, air conditioning",3,4,4
679,111,Energy,"freezer, alarm, no power",4,5,5
679,111,Energy,"freezer, alarm, no power",3,5,5
679,111,Energy,"freezer, alarm, no power",5,4,5
680,108,Entertainment,"music, mood, lighting",3,4,3
680,108,Entertainment,"music, mood, lighting",5,3,5
682,109,Safety,"child safety, health, alert",2,3,4
682,109,Safety,"child safety, health, alert",3,4,3
682,109,Safety,"child safety, health, alert",4,5,5
683,122,Safety,"smoke detector, cooking",3,4,5
683,122,Safety,"smoke detector, cooking",4,5,3
683,122,Safety,"smoke detector, cooking",5,5,5
685,111,Entertainment,"closet, coats, ",4,5,2
685,111,Entertainment,"closet, coats, ",5,5,5
685,111,Entertainment,"closet, coats, ",5,4,5
686,122,Safety,"oven, stove",3,4,5
687,115,Safety,"safety, emergency ",1,4,5
687,115,Safety,"safety, emergency ",4,5,4
689,109,Safety,"alert, home safe,teenager",4,5,4
689,109,Safety,"alert, home safe,teenager",1,2,5
689,109,Safety,"alert, home safe,teenager",3,3,3
690,115,Energy,energy saving,3,4,5
690,115,Energy,energy saving,2,4,4
690,115,Energy,energy saving,4,4,5
690,115,Energy,energy saving,2,5,5
691,119,Energy,"save energy, water heater thermostat",3,3,5
691,119,Energy,"save energy, water heater thermostat",2,5,5
692,122,Safety,"Weather, doors, windows",5,5,5
692,122,Safety,"Weather, doors, windows",2,5,5
692,122,Safety,"Weather, doors, windows",2,4,4
692,122,Safety,"Weather, doors, windows",5,5,5
694,122,Health,"Water, filtration",3,4,4
694,122,Health,"Water, filtration",5,3,5
694,122,Health,"Water, filtration",5,4,5
695,117,Safety,"safety, lights, anti-theft",2,5,5
695,117,Safety,"safety, lights, anti-theft",5,5,5
696,108,Safety,"key, parent, children, voice command",3,4,4
696,108,Safety,"key, parent, children, voice command",3,2,5
696,108,Safety,"key, parent, children, voice command",4,3,3
698,120,Safety,"bath, shower, water",2,2,4
698,120,Safety,"bath, shower, water",1,3,5
698,120,Safety,"bath, shower, water",2,4,4
699,119,Safety,"security, remote viewing",4,5,5
699,119,Safety,"security, remote viewing",5,5,4
700,122,Health,"Fridge, temperatures, food",4,5,5
700,122,Health,"Fridge, temperatures, food",4,3,4
700,122,Health,"Fridge, temperatures, food",4,4,5
701,114,Energy,shower,4,4,5
701,114,Energy,shower,5,5,5
701,114,Energy,shower,3,5,5
702,122,Safety,"visitors, guests, deliveries",2,5,5
702,122,Safety,"visitors, guests, deliveries",2,2,5
702,122,Safety,"visitors, guests, deliveries",3,2,4
703,117,Safety,"notification, visitors, safety",5,5,5
703,117,Safety,"notification, visitors, safety",3,5,3
703,117,Safety,"notification, visitors, safety",4,4,5
704,108,Health,"children, video games, internet, electronics",4,5,5
704,108,Health,"children, video games, internet, electronics",5,4,5
704,108,Health,"children, video games, internet, electronics",5,5,5
704,108,Health,"children, video games, internet, electronics",3,4,4
705,109,Safety,"locks, safe, doors",2,3,3
705,109,Safety,"locks, safe, doors",4,5,3
706,115,Safety,"safety, energy saving",5,5,5
706,115,Safety,"safety, energy saving",4,5,3
706,115,Safety,"safety, energy saving",2,4,5
707,115,Safety,"safety, pets",4,5,5
707,115,Safety,"safety, pets",3,4,3
707,115,Safety,"safety, pets",4,4,4
708,117,Entertainment,"voice command, TV, auto",1,3,5
708,117,Entertainment,"voice command, TV, auto",4,4,4
708,117,Entertainment,"voice command, TV, auto",3,4,5
709,119,Energy,"skylights, sunlight, shading",3,5,4
709,119,Energy,"skylights, sunlight, shading",4,4,4
710,114,Safety,"doors, locks",2,4,5
710,114,Safety,"doors, locks",4,5,5
710,114,Safety,"doors, locks",3,4,4
711,108,Energy,"lighting, heating, electricity",5,4,4
711,108,Energy,"lighting, heating, electricity",5,5,5
711,108,Energy,"lighting, heating, electricity",4,4,5
712,120,Energy,"light, automatic",1,5,5
712,120,Energy,"light, automatic",4,5,5
712,120,Energy,"light, automatic",2,3,4
713,114,Energy,"weather, heat, air",4,4,4
713,114,Energy,"weather, heat, air",3,4,4
713,114,Energy,"weather, heat, air",3,4,4
714,120,Entertainment,"assistant, virtual, voice",3,2,3
714,120,Entertainment,"assistant, virtual, voice",5,4,2
715,119,Energy,"water usage, monitor usage",5,5,5
715,119,Energy,"water usage, monitor usage",4,3,4
715,119,Energy,"water usage, monitor usage",2,3,3
716,120,Safety,"weather, defrost, window",5,2,4
716,120,Safety,"weather, defrost, window",5,4,5
716,120,Safety,"weather, defrost, window",4,1,4
716,120,Safety,"weather, defrost, window",4,3,5
718,123,Energy,Energy saving,3,5,3
718,123,Energy,Energy saving,3,4,5
719,114,Entertainment,"music, shower",5,5,5
719,114,Entertainment,"music, shower",3,2,5
720,119,Energy,"retracting blinds, maximizing renewable resources",3,3,3
720,119,Energy,"retracting blinds, maximizing renewable resources",2,4,2
720,119,Energy,"retracting blinds, maximizing renewable resources",3,5,5
721,123,Safety,Stove/gas,2,5,4
721,123,Safety,Stove/gas,2,5,4
721,123,Safety,Stove/gas,5,5,5
722,119,Safety,"home security, preventing surprise",4,2,2
722,119,Safety,"home security, preventing surprise",3,3,3
722,119,Safety,"home security, preventing surprise",3,3,2
724,123,Entertainment,Automatic TV,4,4,5
724,123,Entertainment,Automatic TV,3,4,4
724,123,Entertainment,Automatic TV,5,5,5
725,114,Energy,automatic lights,5,5,4
725,114,Energy,automatic lights,1,3,2
725,114,Energy,automatic lights,3,5,4
726,123,Health,"alarm clock, reminder",4,3,5
726,123,Health,"alarm clock, reminder",4,4,5
726,123,Health,"alarm clock, reminder",3,4,3
727,120,Health,"floor, warm, automatic",1,5,5
727,120,Health,"floor, warm, automatic",2,2,3
727,120,Health,"floor, warm, automatic",3,5,5
728,123,Entertainment,"Moods, skipping songs",4,1,4
728,123,Entertainment,"Moods, skipping songs",2,3,4
728,123,Entertainment,"Moods, skipping songs",3,3,3
729,123,Safety,"Absorbing, washroom",4,5,5
729,123,Safety,"Absorbing, washroom",5,5,3
729,123,Safety,"Absorbing, washroom",4,4,4
730,123,Safety,Tile sensors,5,2,3
730,123,Safety,Tile sensors,3,2,2
730,123,Safety,Tile sensors,5,5,2
731,120,Safety,"finerprint, scanner, door",5,5,5
731,120,Safety,"finerprint, scanner, door",4,4,4
731,120,Safety,"finerprint, scanner, door",5,3,5
732,114,Health,"milk, refrigerator",5,3,5
732,114,Health,"milk, refrigerator",1,1,5
733,123,Energy,Saving,4,5,4
733,123,Energy,Saving,4,4,4
733,123,Energy,Saving,2,2,5
734,114,Energy,toilet,3,4,4
734,114,Energy,toilet,4,4,5
735,120,Safety,"window blinds, automatic",2,3,5
735,120,Safety,"window blinds, automatic",1,4,4
736,114,Entertainment,"music, speakers",4,4,5
736,114,Entertainment,"music, speakers",1,4,4
736,114,Entertainment,"music, speakers",5,2,5
737,123,Safety,Safty carpets,5,4,4
737,123,Safety,Safty carpets,5,5,3
737,123,Safety,Safty carpets,4,4,4
738,119,Energy,"individual control, energy conservation",4,2,5
738,119,Energy,"individual control, energy conservation",5,4,4
738,119,Energy,"individual control, energy conservation",5,2,1
739,120,Energy,"solar, energy, save",2,4,4
739,120,Energy,"solar, energy, save",4,4,5
739,120,Energy,"solar, energy, save",2,3,4
740,114,Safety,"door, security",3,5,5
740,114,Safety,"door, security",3,3,3
740,114,Safety,"door, security",1,5,5
740,114,Safety,"door, security",2,3,5
741,120,Health,"sanitize, clean",5,3,5
741,120,Health,"sanitize, clean",3,2,4
741,120,Health,"sanitize, clean",3,4,5
743,119,Entertainment,"stay on top of shows, don't miss a thing",2,3,5
743,119,Entertainment,"stay on top of shows, don't miss a thing",3,3,3
744,119,Entertainment,"keeping entertained, home theater",5,3,3
744,119,Entertainment,"keeping entertained, home theater",3,4,3
744,119,Entertainment,"keeping entertained, home theater",4,4,4
745,119,Energy,"reduce energy, smart home",1,5,5
745,119,Energy,"reduce energy, smart home",5,5,5
745,119,Energy,"reduce energy, smart home",1,5,5
746,126,Entertainment,,4,4,4
746,126,Entertainment,,4,4,5
746,126,Entertainment,,5,2,5
747,126,Health,,5,5,5
747,126,Health,,5,4,5
747,126,Health,,4,4,5
747,126,Health,,4,5,5
748,126,Health,,4,5,4
748,126,Health,,4,4,4
749,126,Health,,5,5,5
749,126,Health,,2,5,5
749,126,Health,,5,5,5
749,126,Health,,3,5,5
750,126,Health,,4,3,4
750,126,Health,,5,3,5
751,126,Safety,,4,4,4
751,126,Safety,,5,5,5
752,126,Health,,4,3,3
752,126,Health,,4,4,4
752,126,Health,,5,5,2
753,126,Safety,,2,5,5
753,126,Safety,,2,4,3
754,126,Health,,5,5,5
754,126,Health,,5,5,5
754,126,Health,,5,5,5
755,126,Entertainment,,4,4,5
755,126,Entertainment,,4,4,4
756,128,Energy,Budgeting,4,5,5
756,128,Energy,Budgeting,5,5,5
757,128,Safety,Cooking,4,5,4
757,128,Safety,Cooking,3,3,3
757,128,Safety,Cooking,4,5,5
757,128,Safety,Cooking,5,5,5
758,128,Entertainment,Parties,2,2,3
758,128,Entertainment,Parties,4,5,4
759,128,Safety,Pets,5,5,5
759,128,Safety,Pets,3,3,3
759,128,Safety,Pets,3,5,5
760,128,Health,Pets,4,5,5
762,128,Energy,Environment ,5,3,4
762,128,Energy,Environment ,3,5,5
762,128,Energy,Environment ,5,5,5
763,128,Health,Allergies,5,5,5
763,128,Health,Allergies,3,4,4
763,128,Health,Allergies,5,5,5
765,128,Energy,"Roommates, Utilities, Energy",5,5,5
765,128,Energy,"Roommates, Utilities, Energy",5,5,5
765,128,Energy,"Roommates, Utilities, Energy",4,3,4
766,129,Health,kitchen meals nutrtion,5,5,4
766,129,Health,kitchen meals nutrtion,3,2,2
766,129,Health,kitchen meals nutrtion,3,2,5
766,129,Health,kitchen meals nutrtion,4,3,3
767,129,Health,plant,4,4,4
767,129,Health,plant,2,2,4
767,129,Health,plant,3,4,4
768,129,Energy,hvac,5,3,4
768,129,Energy,hvac,5,4,4
768,129,Energy,hvac,3,2,2
768,129,Energy,hvac,5,5,5
769,129,Health,sleep bed,5,4,5
769,129,Health,sleep bed,3,4,3
769,129,Health,sleep bed,5,5,5
770,129,Safety,kids,4,5,5
770,129,Safety,kids,3,4,5
770,129,Safety,kids,4,3,2
771,129,Entertainment,finance,5,5,5
771,129,Entertainment,finance,5,4,4
771,129,Entertainment,finance,4,3,5
772,130,Safety,Grandson,3,4,5
772,130,Safety,Grandson,2,4,4
772,130,Safety,Grandson,4,5,5
773,129,Entertainment,tv,4,2,4
773,129,Entertainment,tv,5,3,4
773,129,Entertainment,tv,5,3,4
774,130,Health,Pet Feeder,5,5,5
774,130,Health,Pet Feeder,1,3,4
775,129,Health,psychiatry,4,2,1
777,129,Entertainment,storage,5,1,5
779,131,Energy,"thermostat, Airconditioner",3,5,5
779,131,Energy,"thermostat, Airconditioner",1,5,5
781,129,Energy,windows sound,4,5,4
781,129,Energy,windows sound,5,1,5
781,129,Energy,windows sound,4,2,2
782,131,Energy,"appliances, productivity",2,5,5
782,131,Energy,"appliances, productivity",4,5,4
782,131,Energy,"appliances, productivity",5,5,5
783,130,Health,swimming pool,1,5,5
783,130,Health,swimming pool,5,4,5
783,130,Health,swimming pool,1,3,3
784,131,Safety,"Burglary, home protection",4,3,5
784,131,Safety,"Burglary, home protection",4,4,3
784,131,Safety,"Burglary, home protection",4,4,3
785,131,Entertainment,"romance, mood",5,4,5
785,131,Entertainment,"romance, mood",5,3,5
785,131,Entertainment,"romance, mood",3,3,5
786,130,Energy,Energy cost,4,5,4
786,130,Energy,Energy cost,4,5,5
786,130,Energy,Energy cost,3,4,4
787,131,Energy,"Lawn, maintenance",5,4,5
787,131,Energy,"Lawn, maintenance",5,5,5
787,131,Energy,"Lawn, maintenance",2,4,4
789,131,Energy,"Pool, summer, maintenance",4,3,4
789,131,Energy,"Pool, summer, maintenance",4,5,4
789,131,Energy,"Pool, summer, maintenance",5,3,4
791,131,Health,"food, health, cooking",4,2,3
792,131,Health,"food, groceries, shopping",5,5,4
792,131,Health,"food, groceries, shopping",5,5,5
792,131,Health,"food, groceries, shopping",4,4,3
793,131,Health,"Coffee, automation, breakfast, morning",5,3,5
793,131,Health,"Coffee, automation, breakfast, morning",5,4,3
793,131,Health,"Coffee, automation, breakfast, morning",4,4,5
795,131,Energy,"Laundry, Automation, chores",5,5,5
795,131,Energy,"Laundry, Automation, chores",5,5,4
795,131,Energy,"Laundry, Automation, chores",4,4,4
796,132,Entertainment,family,5,5,5
796,132,Entertainment,family,3,4,4
796,132,Entertainment,family,2,1,2
796,132,Entertainment,family,2,2,4
797,132,Health,shopping,5,5,5
797,132,Health,shopping,4,4,5
797,132,Health,shopping,4,4,5
797,132,Health,shopping,2,4,5
798,132,Safety,Repairs,5,5,5
798,132,Safety,Repairs,3,3,4
799,132,Safety,Security,3,3,2
799,132,Safety,Security,4,3,4
799,132,Safety,Security,1,5,5
800,132,Safety,Weather,4,4,4
800,132,Safety,Weather,3,3,4
800,132,Safety,Weather,4,4,4
801,132,Safety,,1,1,5
801,132,Safety,,3,4,5
801,132,Safety,,1,2,3
802,132,Health,Pets,5,5,5
802,132,Health,Pets,5,5,5
802,132,Health,Pets,5,3,2
803,132,Safety,Kitchen,5,5,4
803,132,Safety,Kitchen,2,5,5
803,132,Safety,Kitchen,3,4,4
803,132,Safety,Kitchen,4,4,3
804,132,Entertainment,Tv,1,4,5
804,132,Entertainment,Tv,5,2,5
804,132,Entertainment,Tv,4,3,4
805,132,Energy,Utilities,5,5,5
805,132,Energy,Utilities,1,5,5
806,133,Health,"dog, money",1,4,5
806,133,Health,"dog, money",2,4,4
806,133,Health,"dog, money",4,4,5
806,133,Health,"dog, money",2,5,5
807,133,Entertainment,flowers,3,3,4
807,133,Entertainment,flowers,4,2,3
807,133,Entertainment,flowers,1,1,5
808,133,Energy,"lights,automatic",3,5,5
808,133,Energy,"lights,automatic",2,5,5
809,133,Entertainment,television,5,5,5
809,133,Entertainment,television,5,5,5
809,133,Entertainment,television,4,4,5
810,133,Safety,"mother,baby",1,3,4
810,133,Safety,"mother,baby",4,2,3
810,133,Safety,"mother,baby",1,5,5
810,133,Safety,"mother,baby",1,1,5
811,133,Health,"door,automatic",3,5,3
811,133,Health,"door,automatic",3,3,3
811,133,Health,"door,automatic",3,4,5
812,133,Health,coffee,1,4,5
812,133,Health,coffee,3,5,5
813,133,Health,home,4,5,5
814,133,Safety,door,2,4,2
814,133,Safety,door,2,2,4
814,133,Safety,door,4,4,5
815,133,Energy,"oven,automatic",4,2,5
815,133,Energy,"oven,automatic",3,4,3
815,133,Energy,"oven,automatic",3,4,5
817,135,Entertainment,"art, screens, devices, work",4,4,4
817,135,Entertainment,"art, screens, devices, work",5,3,4
817,135,Entertainment,"art, screens, devices, work",3,2,2
817,135,Entertainment,"art, screens, devices, work",2,3,3
821,135,Entertainment,music,4,4,5
821,135,Entertainment,music,5,5,5
821,135,Entertainment,music,1,4,4
822,136,Safety,stove ,4,4,4
822,136,Safety,stove ,5,5,4
824,135,Entertainment,"movies, tv",5,2,3
824,135,Entertainment,"movies, tv",4,4,5
824,135,Entertainment,"movies, tv",1,2,3
824,135,Entertainment,"movies, tv",4,3,4
826,141,Health,habits,3,4,3
826,141,Health,habits,3,3,4
830,141,Energy,saving,5,4,4
830,141,Energy,saving,3,4,3
830,141,Energy,saving,3,4,3
833,142,Entertainment,"tv, entertainment",4,4,3
833,142,Entertainment,"tv, entertainment",5,5,5
833,142,Entertainment,"tv, entertainment",3,3,4
837,141,Health,waterhealth,1,5,5
837,141,Health,waterhealth,5,5,5
837,141,Health,waterhealth,4,4,4
838,135,Energy,"lights, devices",3,3,3
838,135,Energy,"lights, devices",5,5,5
839,142,Health,"coffee, time, food",3,4,5
839,142,Health,"coffee, time, food",1,5,5
839,142,Health,"coffee, time, food",1,3,5
842,135,Safety,"home, organizing",4,5,5
842,135,Safety,"home, organizing",5,5,5
842,135,Safety,"home, organizing",5,4,4
844,142,Safety,"lights, driveway",3,3,5
844,142,Safety,"lights, driveway",2,5,5
844,142,Safety,"lights, driveway",3,3,3
844,142,Safety,"lights, driveway",4,3,2
845,135,Entertainment,"alcohol, entertainment",2,2,2
845,135,Entertainment,"alcohol, entertainment",3,4,5
845,135,Entertainment,"alcohol, entertainment",5,3,4
846,141,Energy,electric energy ,2,5,5
846,141,Energy,electric energy ,5,4,3
847,144,Health,"Food preparation, Cooking",5,5,5
847,144,Health,"Food preparation, Cooking",4,5,5
847,144,Health,"Food preparation, Cooking",3,4,4
847,144,Health,"Food preparation, Cooking",4,5,4
847,144,Health,"Food preparation, Cooking",5,5,5
847,144,Health,"Food preparation, Cooking",2,3,5
850,136,Energy,"shower, save energy",2,5,5
850,136,Energy,"shower, save energy",3,3,5
851,145,Entertainment,"Television, entertainment",1,1,1
851,145,Entertainment,"Television, entertainment",1,1,3
853,142,Energy,"water, leaks",2,2,2
853,142,Energy,"water, leaks",2,2,3
853,142,Energy,"water, leaks",2,5,5
854,141,Safety,petsafety ,2,4,5
854,141,Safety,petsafety ,5,5,5
854,141,Safety,petsafety ,4,5,5
854,141,Safety,petsafety ,5,5,5
856,136,Energy,"bulbs, save energy",3,4,4
856,136,Energy,"bulbs, save energy",5,5,4
856,136,Energy,"bulbs, save energy",4,2,4
858,142,Safety,"property, strangers",4,5,5
860,142,Energy,"electricity, bills",4,4,3
860,142,Energy,"electricity, bills",5,5,4
861,141,Entertainment,kids control,4,4,4
861,141,Entertainment,kids control,3,3,3
862,145,Energy,"wash, device",2,5,4
862,145,Energy,"wash, device",3,2,2
862,145,Energy,"wash, device",4,2,2
862,145,Energy,"wash, device",5,3,3
862,145,Energy,"wash, device",4,5,4
863,144,Health,"Cleaning, Chores",4,4,4
863,144,Health,"Cleaning, Chores",2,5,5
863,144,Health,"Cleaning, Chores",3,4,3
864,146,Entertainment,"shower, temperature, convience",3,4,5
864,146,Entertainment,"shower, temperature, convience",4,4,4
864,146,Entertainment,"shower, temperature, convience",5,5,5
864,146,Entertainment,"shower, temperature, convience",4,5,5
865,144,Entertainment,Television,1,4,5
865,144,Entertainment,Television,4,4,3
865,144,Entertainment,Television,3,3,5
867,146,Entertainment,"lostphone, convience",5,5,5
868,145,Energy,"energy, solar",2,5,5
868,145,Energy,"energy, solar",3,5,2
869,136,Safety,"camera, night vision",2,3,5
869,136,Safety,"camera, night vision",2,4,5
869,136,Safety,"camera, night vision",3,4,4
871,146,Health,medicalemergencies,3,3,5
871,146,Health,medicalemergencies,1,5,5
871,146,Health,medicalemergencies,4,5,5
872,141,Safety,kids study ,3,3,1
872,141,Safety,kids study ,1,1,1
872,141,Safety,kids study ,3,3,4
873,146,Safety,,3,3,4
873,146,Safety,,4,5,5
873,146,Safety,,4,4,4
874,147,Safety,"cabinets, safety, poison.",2,5,5
874,147,Safety,"cabinets, safety, poison.",4,5,5
874,147,Safety,"cabinets, safety, poison.",2,5,5
875,136,Safety,"monitor, safety",4,5,4
875,136,Safety,"monitor, safety",2,5,5
875,136,Safety,"monitor, safety",3,4,5
876,145,Safety,"privacy, recognition",5,5,5
876,145,Safety,"privacy, recognition",3,4,5
876,145,Safety,"privacy, recognition",5,3,4
876,145,Safety,"privacy, recognition",5,5,5
878,146,Energy,"lights, off",3,3,2
878,146,Energy,"lights, off",4,5,5
878,146,Energy,"lights, off",5,5,5
879,136,Entertainment,"music, wireless",1,5,5
879,136,Entertainment,"music, wireless",5,5,5
880,141,Energy,savetime,3,4,4
880,141,Energy,savetime,3,4,2
880,141,Energy,savetime,3,3,1
884,146,Safety,weather,3,4,4
884,146,Safety,weather,1,3,4
884,146,Safety,weather,4,5,5
885,136,Entertainment,"sports, news",2,3,3
885,136,Entertainment,"sports, news",1,1,1
885,136,Entertainment,"sports, news",2,3,4
885,136,Entertainment,"sports, news",3,3,4
886,147,Energy,"temperature, smart",2,5,5
886,147,Energy,"temperature, smart",2,5,5
887,145,Safety,"voice, recognition",1,5,5
887,145,Safety,"voice, recognition",1,3,3
887,145,Safety,"voice, recognition",5,5,3
887,145,Safety,"voice, recognition",5,3,3
888,147,Safety,"theft, safety",2,4,4
888,147,Safety,"theft, safety",2,5,3
889,145,Safety,"safety, handprint",3,4,3
889,145,Safety,"safety, handprint",3,5,5
890,147,Entertainment,"music, sound, light",2,2,4
890,147,Entertainment,"music, sound, light",4,4,4
890,147,Entertainment,"music, sound, light",3,2,4
892,147,Health,"food, temperature",1,1,1
892,147,Health,"food, temperature",3,4,5
892,147,Health,"food, temperature",1,5,5
893,145,Energy,"fridge, items",4,4,4
893,145,Energy,"fridge, items",4,5,5
894,147,Safety,"robbery, home",1,5,3
894,147,Safety,"robbery, home",3,3,3
894,147,Safety,"robbery, home",1,5,5
895,144,Entertainment,"Concerts, Music",3,3,5
895,144,Entertainment,"Concerts, Music",2,2,3
895,144,Entertainment,"Concerts, Music",5,2,3
896,141,Safety,weather safety ,1,3,3
896,141,Safety,weather safety ,2,4,4
899,141,Energy,rainwater ,5,3,3
899,141,Energy,rainwater ,5,5,5
899,141,Energy,rainwater ,3,3,3
899,141,Energy,rainwater ,3,4,3
899,141,Energy,rainwater ,1,5,5
900,146,Entertainment,downtime,4,4,4
900,146,Entertainment,downtime,2,5,5
900,146,Entertainment,downtime,5,5,5
902,146,Safety,"no cords, no clutter",2,5,4
902,146,Safety,"no cords, no clutter",5,5,5
902,146,Safety,"no cords, no clutter",3,2,3
902,146,Safety,"no cords, no clutter",1,5,1
902,146,Safety,"no cords, no clutter",5,2,4
903,146,Entertainment,,5,5,5
903,146,Entertainment,,3,3,4
904,146,Safety,locked out,5,5,5
904,146,Safety,locked out,4,5,5
904,146,Safety,locked out,3,5,5
905,139,Health,pets,5,5,5
905,139,Health,pets,5,5,5
905,139,Health,pets,1,5,5
906,150,Energy,"Laundry, Alerts, Reminders",4,4,4
906,150,Energy,"Laundry, Alerts, Reminders",4,5,5
907,139,Safety,"children, child care, child safety, child monitoring",5,5,5
907,139,Safety,"children, child care, child safety, child monitoring",1,3,5
908,150,Safety,Garage,4,3,2
908,150,Safety,Garage,3,4,4
908,150,Safety,Garage,3,5,1
909,139,Health,"refrigerator, food storage",3,5,5
909,139,Health,"refrigerator, food storage",4,5,5
909,139,Health,"refrigerator, food storage",3,4,3
910,150,Safety,"Pets, Cats, Dogs",3,4,5
910,150,Safety,"Pets, Cats, Dogs",4,1,2
911,139,Safety,"home security, safety",5,5,5
911,139,Safety,"home security, safety",4,5,5
911,139,Safety,"home security, safety",4,5,5
912,151,Energy,Oven,1,5,5
912,151,Energy,Oven,4,2,3
912,151,Energy,Oven,2,2,5
913,151,Health,care,4,5,5
913,151,Health,care,5,5,5
913,151,Health,care,3,1,4
915,150,Energy,"Lights, Savings, Energy",1,5,5
915,150,Energy,"Lights, Savings, Energy",5,5,5
916,151,Energy,voice,4,3,4
918,150,Energy,Water Usage,4,5,4
918,150,Energy,Water Usage,3,5,5
919,151,Safety,cooking,3,2,4
919,151,Safety,cooking,4,4,4
919,151,Safety,cooking,4,3,2
920,152,Health,"low pollution, healthy air",3,3,3
920,152,Health,"low pollution, healthy air",1,5,5
920,152,Health,"low pollution, healthy air",5,5,5
921,150,Safety,"Children, Safety, Alerts",2,4,4
921,150,Safety,"Children, Safety, Alerts",4,4,4
921,150,Safety,"Children, Safety, Alerts",1,4,3
923,139,Health,voice activation,5,5,5
923,139,Health,voice activation,4,4,5
923,139,Health,voice activation,3,5,5
924,151,Energy,temparature,3,4,4
924,151,Energy,temparature,3,3,4
924,151,Energy,temparature,2,2,2
925,150,Energy,"Gardening, Lawn Care",3,5,5
925,150,Energy,"Gardening, Lawn Care",5,4,4
925,150,Energy,"Gardening, Lawn Care",2,5,5
926,151,Safety,door,2,5,5
926,151,Safety,door,5,5,5
928,151,Safety,house security,3,4,5
928,151,Safety,house security,3,5,5
928,151,Safety,house security,3,5,5
929,150,Safety,"Safety, Sensors, Alerts",4,4,4
929,150,Safety,"Safety, Sensors, Alerts",4,4,5
929,150,Safety,"Safety, Sensors, Alerts",4,3,2
930,139,Energy,energy efficiency,5,3,4
930,139,Energy,energy efficiency,2,5,5
931,151,Safety,entry,2,4,3
931,151,Safety,entry,2,1,4
931,151,Safety,entry,2,5,5
931,151,Safety,entry,4,5,5
932,150,Entertainment,"Movies, Reminders, Suggestions",2,3,3
932,150,Entertainment,"Movies, Reminders, Suggestions",2,4,5
932,150,Entertainment,"Movies, Reminders, Suggestions",4,4,4
933,139,Entertainment,"TV, voice activation",3,5,5
933,139,Entertainment,"TV, voice activation",1,3,5
933,139,Entertainment,"TV, voice activation",2,4,5
934,150,Health,"Meals, Food, Eating",4,3,5
934,150,Health,"Meals, Food, Eating",4,4,4
937,152,Safety,"Parcel Package Protection, Home Delivery Detection,more saftey",5,3,5
937,152,Safety,"Parcel Package Protection, Home Delivery Detection,more saftey",4,5,5
938,152,Energy,"Automatic room temperature regulate,Maintain room temperature",1,4,2
938,152,Energy,"Automatic room temperature regulate,Maintain room temperature",4,4,4
938,152,Energy,"Automatic room temperature regulate,Maintain room temperature",5,4,4
939,152,Safety,"Safe for motor, Save the electricity",4,4,4
939,152,Safety,"Safe for motor, Save the electricity",3,3,1
939,152,Safety,"Safe for motor, Save the electricity",5,5,4
940,152,Safety,"Smoke detector, safe for motor",3,1,1
940,152,Safety,"Smoke detector, safe for motor",2,2,4
940,152,Safety,"Smoke detector, safe for motor",1,5,5
941,152,Health,Automatic heat controller,5,5,5
941,152,Health,Automatic heat controller,3,4,4
941,152,Health,Automatic heat controller,4,3,4
942,152,Entertainment,Automatic  tv and light switch controller.,1,1,2
942,152,Entertainment,Automatic  tv and light switch controller.,4,3,5
942,152,Entertainment,Automatic  tv and light switch controller.,2,3,2
943,152,Safety,Automatic window Door Open/Closure,4,4,3
943,152,Safety,Automatic window Door Open/Closure,3,4,3
944,152,Health,Automatic  fan regulator,5,4,4
944,152,Health,Automatic  fan regulator,3,5,5
944,152,Health,Automatic  fan regulator,4,3,3
945,152,Entertainment,Automatic regulate the transmitter,2,2,1
945,152,Entertainment,Automatic regulate the transmitter,3,3,1
945,152,Entertainment,Automatic regulate the transmitter,2,3,1
947,154,Energy,save energy,3,5,5
947,154,Energy,save energy,2,4,3
947,154,Energy,save energy,1,5,5
948,154,Energy,save energy,1,1,1
950,154,Energy,save energy,2,4,2
950,154,Energy,save energy,2,3,2
950,154,Energy,save energy,4,4,3
951,154,Health,Healthy,1,1,1
951,154,Health,Healthy,4,4,4
952,154,Health,safety,4,3,4
952,154,Health,safety,1,1,1
953,154,Safety,safety,1,5,5
953,154,Safety,safety,2,1,2
954,154,Safety,safety,3,3,1
956,155,Safety,"special doorbell, doorbell ring tones, smart doorbell",3,5,5
956,155,Safety,"special doorbell, doorbell ring tones, smart doorbell",4,3,3
