id,question_id,user_id,description,created_at
943,7,152,High,"2016-08-13 15:49:42"
944,8,152,"Not sure","2016-08-13 15:49:42"
945,9,152,"I believe in smart work","2016-08-13 15:49:42"
928,1,153,Female,"2016-08-13 15:47:30"
929,2,153,"18 to 24","2016-08-13 15:47:30"
930,3,153,"High school degree or equivalent (e.g., GED)","2016-08-13 15:47:30"
931,4,153,,"2016-08-13 15:47:30"
932,5,153,No,"2016-08-13 15:47:30"
933,6,153,Medium,"2016-08-13 15:47:30"
934,7,153,High,"2016-08-13 15:47:30"
935,8,153,No,"2016-08-13 15:47:30"
936,9,153,,"2016-08-13 15:47:30"
946,1,157,Female,"2016-08-13 15:53:40"
947,2,157,"25 to 34","2016-08-13 15:53:40"
948,3,157,"High school degree or equivalent (e.g., GED)","2016-08-13 15:53:40"
949,4,157,n/a,"2016-08-13 15:53:40"
950,5,157,No,"2016-08-13 15:53:40"
951,6,157,"Very low","2016-08-13 15:53:40"
952,7,157,Low,"2016-08-13 15:53:40"
953,8,157,Yes,"2016-08-13 15:53:40"
954,9,157,,"2016-08-13 15:53:40"
964,1,159,Male,"2016-08-13 15:53:44"
965,2,159,"25 to 34","2016-08-13 15:53:44"
966,3,159,"Bachelor degree","2016-08-13 15:53:44"
967,4,159,psychology,"2016-08-13 15:53:44"
968,5,159,No,"2016-08-13 15:53:44"
969,6,159,Low,"2016-08-13 15:53:44"
970,7,159,Low,"2016-08-13 15:53:44"
971,8,159,No,"2016-08-13 15:53:44"
972,9,159,,"2016-08-13 15:53:44"
955,1,160,Male,"2016-08-13 15:53:44"
956,2,160,"25 to 34","2016-08-13 15:53:44"
957,3,160,"Graduate degree","2016-08-13 15:53:44"
958,4,160,Psychology,"2016-08-13 15:53:44"
959,5,160,No,"2016-08-13 15:53:44"
960,6,160,"Very low","2016-08-13 15:53:44"
961,7,160,Low,"2016-08-13 15:53:44"
962,8,160,No,"2016-08-13 15:53:44"
963,9,160,,"2016-08-13 15:53:44"
973,1,161,Female,"2016-08-13 15:59:44"
974,2,161,"35 to 45","2016-08-13 15:59:44"
975,3,161,"Bachelor degree","2016-08-13 15:59:44"
976,4,161,Education,"2016-08-13 15:59:44"
977,5,161,No,"2016-08-13 15:59:44"
978,6,161,Low,"2016-08-13 15:59:44"
979,7,161,Low,"2016-08-13 15:59:44"
980,8,161,No,"2016-08-13 15:59:44"
981,9,161,,"2016-08-13 15:59:44"
991,1,162,Female,"2016-08-13 16:09:38"
992,2,162,"35 to 45","2016-08-13 16:09:38"
993,3,162,"Graduate degree","2016-08-13 16:09:38"
994,4,162,Literature,"2016-08-13 16:09:38"
995,5,162,No,"2016-08-13 16:09:38"
996,6,162,Medium,"2016-08-13 16:09:38"
997,7,162,Low,"2016-08-13 16:09:38"
998,8,162,No,"2016-08-13 16:09:38"
999,9,162,,"2016-08-13 16:09:38"
1018,1,164,Female,"2016-08-13 16:21:18"
1019,2,164,"55 or older","2016-08-13 16:21:18"
1020,3,164,"Bachelor degree","2016-08-13 16:21:18"
1021,4,164,English,"2016-08-13 16:21:18"
1022,5,164,No,"2016-08-13 16:21:18"
1023,6,164,Low,"2016-08-13 16:21:18"
1024,7,164,Low,"2016-08-13 16:21:18"
1025,8,164,No,"2016-08-13 16:21:18"
1026,9,164,,"2016-08-13 16:21:18"
1009,1,165,Male,"2016-08-13 16:16:38"
1010,2,165,"25 to 34","2016-08-13 16:16:38"
1011,3,165,"Graduate degree","2016-08-13 16:16:38"
1012,4,165,Economics,"2016-08-13 16:16:38"
1013,5,165,No,"2016-08-13 16:16:38"
1014,6,165,High,"2016-08-13 16:16:38"
1015,7,165,"Very high","2016-08-13 16:16:38"
1016,8,165,Yes,"2016-08-13 16:16:38"
1017,9,165,,"2016-08-13 16:16:38"
1027,1,166,Male,"2016-08-13 16:32:22"
1028,2,166,"18 to 24","2016-08-13 16:32:22"
1029,3,166,"Bachelor degree","2016-08-13 16:32:22"
1030,4,166,Biology,"2016-08-13 16:32:22"
1031,5,166,No,"2016-08-13 16:32:22"
1032,6,166,High,"2016-08-13 16:32:22"
1033,7,166,High,"2016-08-13 16:32:22"
1034,8,166,"Not sure","2016-08-13 16:32:22"
1035,9,166,,"2016-08-13 16:32:22"
1036,1,167,Female,"2016-08-13 16:41:30"
1037,2,167,"55 or older","2016-08-13 16:41:30"
1038,3,167,"Some college but no degree","2016-08-13 16:41:30"
1039,4,167,"Associate's Degree - Paralegal Studies","2016-08-13 16:41:30"
1040,5,167,No,"2016-08-13 16:41:30"
1041,6,167,"Very low","2016-08-13 16:41:30"
1042,7,167,"Very low","2016-08-13 16:41:30"
1043,8,167,No,"2016-08-13 16:41:30"
1044,9,167,,"2016-08-13 16:41:30"
1045,1,169,Male,"2016-08-13 17:46:07"
1046,2,169,"35 to 45","2016-08-13 17:46:07"
1047,3,169,"Some college but no degree","2016-08-13 17:46:07"
1048,4,169,"Liberal Arts","2016-08-13 17:46:07"
1049,5,169,No,"2016-08-13 17:46:07"
1050,6,169,High,"2016-08-13 17:46:07"
1051,7,169,High,"2016-08-13 17:46:07"
1052,8,169,No,"2016-08-13 17:46:07"
1053,9,169,"Would very much like to use Smart Tech in a home that I own. For now, I rent.","2016-08-13 17:46:07"
1054,1,170,Male,"2016-08-13 17:54:56"
1055,2,170,"45 to 54","2016-08-13 17:54:56"
1056,3,170,"Some college but no degree","2016-08-13 17:54:56"
1057,4,170,Business,"2016-08-13 17:54:56"
1058,5,170,"Yes; for more than five years","2016-08-13 17:54:56"
1059,6,170,High,"2016-08-13 17:54:56"
1060,7,170,Medium,"2016-08-13 17:54:56"
1061,8,170,Yes,"2016-08-13 17:54:56"
1062,9,170,,"2016-08-13 17:54:56"
1063,1,171,Male,"2016-08-13 18:52:40"
1064,2,171,"25 to 34","2016-08-13 18:52:40"
1065,3,171,"Some college but no degree","2016-08-13 18:52:40"
1066,4,171,music,"2016-08-13 18:52:40"
1067,5,171,No,"2016-08-13 18:52:40"
1068,6,171,Low,"2016-08-13 18:52:40"
1069,7,171,Medium,"2016-08-13 18:52:40"
1070,8,171,No,"2016-08-13 18:52:40"
1071,9,171,,"2016-08-13 18:52:40"
1081,1,172,Male,"2016-08-13 19:15:22"
1082,2,172,"25 to 34","2016-08-13 19:15:22"
1083,3,172,"High school degree or equivalent (e.g., GED)","2016-08-13 19:15:22"
1084,4,172,,"2016-08-13 19:15:22"
1085,5,172,No,"2016-08-13 19:15:22"
1086,6,172,Medium,"2016-08-13 19:15:22"
1087,7,172,High,"2016-08-13 19:15:22"
1088,8,172,Yes,"2016-08-13 19:15:22"
1089,9,172,,"2016-08-13 19:15:22"
1072,1,173,Female,"2016-08-13 19:13:35"
1073,2,173,"35 to 45","2016-08-13 19:13:35"
1074,3,173,"High school degree or equivalent (e.g., GED)","2016-08-13 19:13:35"
1075,4,173,,"2016-08-13 19:13:35"
1076,5,173,No,"2016-08-13 19:13:35"
1077,6,173,Medium,"2016-08-13 19:13:35"
1078,7,173,Low,"2016-08-13 19:13:35"
1079,8,173,No,"2016-08-13 19:13:35"
1080,9,173,,"2016-08-13 19:13:35"
1090,1,174,Female,"2016-08-13 20:10:14"
1091,2,174,"25 to 34","2016-08-13 20:10:14"
1092,3,174,"Bachelor degree","2016-08-13 20:10:14"
1093,4,174,"International Business","2016-08-13 20:10:14"
1094,5,174,No,"2016-08-13 20:10:14"
1095,6,174,Medium,"2016-08-13 20:10:14"
1096,7,174,Low,"2016-08-13 20:10:14"
1097,8,174,"Not sure","2016-08-13 20:10:14"
1098,9,174,,"2016-08-13 20:10:14"
1108,1,177,Male,"2016-08-14 04:47:07"
1109,2,177,"35 to 45","2016-08-14 04:47:07"
1110,3,177,"Bachelor degree","2016-08-14 04:47:07"
1111,4,177,business,"2016-08-14 04:47:07"
1112,5,177,"Yes; for one to five years","2016-08-14 04:47:07"
1113,6,177,Low,"2016-08-14 04:47:07"
1114,7,177,Low,"2016-08-14 04:47:07"
1115,8,177,No,"2016-08-14 04:47:07"
1116,9,177,"I worked for a tech company but I was the accountant ","2016-08-14 04:47:07"
1117,1,178,Male,"2016-08-14 05:16:00"
1118,2,178,"18 to 24","2016-08-14 05:16:00"
1119,3,178,"Bachelor degree","2016-08-14 05:16:00"
1120,4,178,"Computer Science","2016-08-14 05:16:00"
1121,5,178,"Yes; for less than a year","2016-08-14 05:16:00"
1122,6,178,High,"2016-08-14 05:16:00"
1123,7,178,"Very high","2016-08-14 05:16:00"
1124,8,178,Yes,"2016-08-14 05:16:00"
1125,9,178,,"2016-08-14 05:16:00"
1153,1,182,Female,"2016-08-14 08:51:09"
1154,2,182,"45 to 54","2016-08-14 08:51:09"
1155,3,182,"Bachelor degree","2016-08-14 08:51:09"
1156,4,182,"Business Administration","2016-08-14 08:51:09"
1157,5,182,No,"2016-08-14 08:51:09"
1158,6,182,Low,"2016-08-14 08:51:09"
1159,7,182,Medium,"2016-08-14 08:51:09"
1160,8,182,No,"2016-08-14 08:51:09"
1161,9,182,,"2016-08-14 08:51:09"
1162,1,183,Male,"2016-08-14 09:08:35"
1163,2,183,"25 to 34","2016-08-14 09:08:35"
1164,3,183,"Some college but no degree","2016-08-14 09:08:35"
1165,4,183,"computer science ","2016-08-14 09:08:35"
1166,5,183,No,"2016-08-14 09:08:35"
1167,6,183,"Very high","2016-08-14 09:08:35"
1168,7,183,"Very high","2016-08-14 09:08:35"
1169,8,183,No,"2016-08-14 09:08:35"
1170,9,183,,"2016-08-14 09:08:35"
1171,1,184,Male,"2016-08-14 10:52:12"
1172,2,184,"25 to 34","2016-08-14 10:52:12"
1173,3,184,"Bachelor degree","2016-08-14 10:52:12"
1174,4,184,"Industrial Engineering Technology","2016-08-14 10:52:12"
1175,5,184,"Yes; for one to five years","2016-08-14 10:52:12"
1176,6,184,Medium,"2016-08-14 10:52:12"
1177,7,184,Low,"2016-08-14 10:52:12"
1178,8,184,"Not sure","2016-08-14 10:52:12"
1179,9,184,,"2016-08-14 10:52:12"
1180,1,186,Female,"2016-08-14 12:18:09"
1181,2,186,"25 to 34","2016-08-14 12:18:09"
1182,3,186,"Graduate degree","2016-08-14 12:18:09"
1183,4,186,"International Relations","2016-08-14 12:18:09"
1184,5,186,No,"2016-08-14 12:18:09"
1185,6,186,Low,"2016-08-14 12:18:09"
1186,7,186,Low,"2016-08-14 12:18:09"
1187,8,186,No,"2016-08-14 12:18:09"
1188,9,186,,"2016-08-14 12:18:09"
4346,1,188,Female,"2016-09-05 01:07:18"
4347,2,188,"35 to 45","2016-09-05 01:07:18"
4348,3,188,"Bachelor degree","2016-09-05 01:07:18"
4349,4,188,film,"2016-09-05 01:07:18"
4350,5,188,No,"2016-09-05 01:07:18"
4351,6,188,Low,"2016-09-05 01:07:18"
4352,7,188,Medium,"2016-09-05 01:07:18"
4353,8,188,Yes,"2016-09-05 01:07:18"
4354,9,188,,"2016-09-05 01:07:18"
1207,1,191,Female,"2016-08-14 14:58:58"
1208,2,191,"35 to 45","2016-08-14 14:58:58"
1209,3,191,"Some college but no degree","2016-08-14 14:58:58"
1210,4,191,"Elementary Education","2016-08-14 14:58:58"
1211,5,191,No,"2016-08-14 14:58:58"
1212,6,191,Low,"2016-08-14 14:58:58"
1213,7,191,Low,"2016-08-14 14:58:58"
1214,8,191,No,"2016-08-14 14:58:58"
1215,9,191,,"2016-08-14 14:58:58"
1243,1,195,Female,"2016-08-15 12:28:21"
1244,2,195,"55 or older","2016-08-15 12:28:21"
1245,3,195,"Bachelor degree","2016-08-15 12:28:21"
1246,4,195,"american literature","2016-08-15 12:28:21"
1247,5,195,No,"2016-08-15 12:28:21"
1248,6,195,Low,"2016-08-15 12:28:21"
1249,7,195,Low,"2016-08-15 12:28:21"
1250,8,195,No,"2016-08-15 12:28:21"
1251,9,195,,"2016-08-15 12:28:21"
1252,1,196,Female,"2016-08-15 14:02:07"
1253,2,196,"18 to 24","2016-08-15 14:02:07"
1254,3,196,"Bachelor degree","2016-08-15 14:02:07"
1255,4,196,"Biological Sciences","2016-08-15 14:02:07"
1256,5,196,No,"2016-08-15 14:02:07"
1257,6,196,Medium,"2016-08-15 14:02:07"
1258,7,196,Medium,"2016-08-15 14:02:07"
1259,8,196,No,"2016-08-15 14:02:07"
1260,9,196,,"2016-08-15 14:02:07"
1261,1,198,Male,"2016-08-15 14:26:06"
1262,2,198,"25 to 34","2016-08-15 14:26:06"
1263,3,198,"Graduate degree","2016-08-15 14:26:06"
1264,4,198,Psychology,"2016-08-15 14:26:06"
1265,5,198,No,"2016-08-15 14:26:06"
1266,6,198,Medium,"2016-08-15 14:26:06"
1267,7,198,Low,"2016-08-15 14:26:06"
1268,8,198,No,"2016-08-15 14:26:06"
1269,9,198,,"2016-08-15 14:26:06"
1432,1,205,Female,"2016-08-15 14:52:30"
1433,2,205,"25 to 34","2016-08-15 14:52:30"
1434,3,205,"Bachelor degree","2016-08-15 14:52:30"
1435,4,205,"Mathematics Education","2016-08-15 14:52:30"
1436,5,205,No,"2016-08-15 14:52:30"
1437,6,205,"Very low","2016-08-15 14:52:30"
1438,7,205,Low,"2016-08-15 14:52:30"
1439,8,205,No,"2016-08-15 14:52:30"
1440,9,205,,"2016-08-15 14:52:30"
1288,1,206,Male,"2016-08-15 14:27:38"
1289,2,206,"18 to 24","2016-08-15 14:27:38"
1290,3,206,"Some college but no degree","2016-08-15 14:27:38"
1291,4,206,Psychology,"2016-08-15 14:27:38"
1292,5,206,No,"2016-08-15 14:27:38"
1293,6,206,Medium,"2016-08-15 14:27:38"
1294,7,206,Low,"2016-08-15 14:27:38"
1295,8,206,No,"2016-08-15 14:27:38"
1296,9,206,,"2016-08-15 14:27:38"
1324,1,207,Male,"2016-08-15 14:29:34"
1325,2,207,"25 to 34","2016-08-15 14:29:34"
1326,3,207,"High school degree or equivalent (e.g., GED)","2016-08-15 14:29:34"
1327,4,207,,"2016-08-15 14:29:34"
1328,5,207,No,"2016-08-15 14:29:34"
1329,6,207,Medium,"2016-08-15 14:29:34"
1330,7,207,Medium,"2016-08-15 14:29:34"
1331,8,207,No,"2016-08-15 14:29:34"
1332,9,207,,"2016-08-15 14:29:34"
1342,1,211,Male,"2016-08-15 14:32:52"
1343,2,211,"18 to 24","2016-08-15 14:32:52"
1344,3,211,"Bachelor degree","2016-08-15 14:32:52"
1345,4,211,"Computer Science","2016-08-15 14:32:52"
1346,5,211,No,"2016-08-15 14:32:52"
1347,6,211,High,"2016-08-15 14:32:52"
1348,7,211,Medium,"2016-08-15 14:32:52"
1349,8,211,No,"2016-08-15 14:32:52"
1350,9,211,,"2016-08-15 14:32:52"
1953,1,212,Female,"2016-08-16 10:22:50"
1954,2,212,"35 to 45","2016-08-16 10:22:50"
1955,3,212,"Graduate degree","2016-08-16 10:22:50"
1956,4,212,Biology,"2016-08-16 10:22:50"
1957,5,212,No,"2016-08-16 10:22:50"
1958,6,212,Low,"2016-08-16 10:22:50"
1959,7,212,Medium,"2016-08-16 10:22:50"
1960,8,212,Yes,"2016-08-16 10:22:50"
1961,9,212,,"2016-08-16 10:22:50"
1360,1,213,Male,"2016-08-15 14:36:06"
1361,2,213,"25 to 34","2016-08-15 14:36:06"
1362,3,213,"Bachelor degree","2016-08-15 14:36:06"
1363,4,213,"computer science","2016-08-15 14:36:06"
1364,5,213,"Yes; for more than five years","2016-08-15 14:36:06"
1365,6,213,High,"2016-08-15 14:36:06"
1366,7,213,Medium,"2016-08-15 14:36:06"
1367,8,213,No,"2016-08-15 14:36:06"
1368,9,213,,"2016-08-15 14:36:06"
1369,1,214,Male,"2016-08-15 14:39:42"
1370,2,214,"18 to 24","2016-08-15 14:39:42"
1371,3,214,"Some college but no degree","2016-08-15 14:39:42"
1372,4,214,"Business Marketing","2016-08-15 14:39:42"
1373,5,214,No,"2016-08-15 14:39:42"
1374,6,214,High,"2016-08-15 14:39:42"
1375,7,214,High,"2016-08-15 14:39:42"
1376,8,214,No,"2016-08-15 14:39:42"
1377,9,214,,"2016-08-15 14:39:42"
1378,1,217,Male,"2016-08-15 14:44:44"
1379,2,217,"25 to 34","2016-08-15 14:44:44"
1380,3,217,"Bachelor degree","2016-08-15 14:44:45"
1381,4,217,"computer science ","2016-08-15 14:44:45"
1382,5,217,"Yes; for one to five years","2016-08-15 14:44:45"
1383,6,217,High,"2016-08-15 14:44:45"
1384,7,217,High,"2016-08-15 14:44:45"
1385,8,217,Yes,"2016-08-15 14:44:45"
1386,9,217,computer,"2016-08-15 14:44:45"
1387,1,218,Female,"2016-08-15 14:46:52"
1388,2,218,"25 to 34","2016-08-15 14:46:52"
1389,3,218,"Bachelor degree","2016-08-15 14:46:52"
1390,4,218,Dentistry,"2016-08-15 14:46:52"
1391,5,218,No,"2016-08-15 14:46:52"
1392,6,218,Low,"2016-08-15 14:46:52"
1393,7,218,Medium,"2016-08-15 14:46:52"
1394,8,218,No,"2016-08-15 14:46:52"
1395,9,218,,"2016-08-15 14:46:52"
1405,1,221,Female,"2016-08-15 14:48:21"
1406,2,221,"25 to 34","2016-08-15 14:48:21"
1407,3,221,"Some college but no degree","2016-08-15 14:48:21"
1408,4,221,"business ","2016-08-15 14:48:21"
1409,5,221,No,"2016-08-15 14:48:21"
1410,6,221,Medium,"2016-08-15 14:48:21"
1411,7,221,Medium,"2016-08-15 14:48:21"
1412,8,221,Yes,"2016-08-15 14:48:21"
1413,9,221,,"2016-08-15 14:48:21"
1414,1,222,Male,"2016-08-15 14:48:24"
1415,2,222,"25 to 34","2016-08-15 14:48:24"
1416,3,222,"Bachelor degree","2016-08-15 14:48:24"
1417,4,222,CIS,"2016-08-15 14:48:24"
1418,5,222,No,"2016-08-15 14:48:24"
1419,6,222,"Very high","2016-08-15 14:48:24"
1420,7,222,Low,"2016-08-15 14:48:24"
1421,8,222,No,"2016-08-15 14:48:24"
1422,9,222,,"2016-08-15 14:48:24"
1486,1,229,Female,"2016-08-15 15:05:02"
1487,2,229,"18 to 24","2016-08-15 15:05:02"
1488,3,229,"Bachelor degree","2016-08-15 15:05:02"
1489,4,229,"computer science ","2016-08-15 15:05:02"
1490,5,229,"Yes; for one to five years","2016-08-15 15:05:02"
1491,6,229,Medium,"2016-08-15 15:05:02"
1492,7,229,Low,"2016-08-15 15:05:02"
1493,8,229,Yes,"2016-08-15 15:05:02"
1494,9,229,"nice ","2016-08-15 15:05:02"
1495,1,232,Male,"2016-08-15 15:17:39"
1496,2,232,"35 to 45","2016-08-15 15:17:39"
1497,3,232,"Bachelor degree","2016-08-15 15:17:39"
1498,4,232,engineering,"2016-08-15 15:17:39"
1499,5,232,"Yes; for more than five years","2016-08-15 15:17:39"
1500,6,232,High,"2016-08-15 15:17:39"
1501,7,232,Medium,"2016-08-15 15:17:39"
1502,8,232,Yes,"2016-08-15 15:17:39"
1503,9,232,,"2016-08-15 15:17:39"
1522,1,234,Male,"2016-08-15 15:23:09"
1523,2,234,"25 to 34","2016-08-15 15:23:09"
1524,3,234,"High school degree or equivalent (e.g., GED)","2016-08-15 15:23:09"
1525,4,234,,"2016-08-15 15:23:09"
1526,5,234,No,"2016-08-15 15:23:09"
1527,6,234,Medium,"2016-08-15 15:23:09"
1528,7,234,High,"2016-08-15 15:23:09"
1529,8,234,Yes,"2016-08-15 15:23:09"
1530,9,234,,"2016-08-15 15:23:09"
1531,1,235,Male,"2016-08-15 15:24:13"
1532,2,235,"25 to 34","2016-08-15 15:24:13"
1533,3,235,"Some college but no degree","2016-08-15 15:24:13"
1534,4,235,"Graphic Design","2016-08-15 15:24:13"
1535,5,235,No,"2016-08-15 15:24:13"
1536,6,235,Low,"2016-08-15 15:24:13"
1537,7,235,Low,"2016-08-15 15:24:13"
1538,8,235,No,"2016-08-15 15:24:13"
1539,9,235,,"2016-08-15 15:24:13"
1549,1,236,Male,"2016-08-15 15:35:21"
1550,2,236,"25 to 34","2016-08-15 15:35:21"
1551,3,236,"Bachelor degree","2016-08-15 15:35:21"
1552,4,236,"computer science","2016-08-15 15:35:21"
1553,5,236,"Yes; for one to five years","2016-08-15 15:35:21"
1554,6,236,Medium,"2016-08-15 15:35:21"
1555,7,236,Medium,"2016-08-15 15:35:21"
1556,8,236,Yes,"2016-08-15 15:35:21"
1557,9,236,"optional clarification","2016-08-15 15:35:21"
1540,1,237,Female,"2016-08-15 15:35:20"
1541,2,237,"25 to 34","2016-08-15 15:35:20"
1542,3,237,"Graduate degree","2016-08-15 15:35:20"
1543,4,237,Sociology,"2016-08-15 15:35:20"
1544,5,237,No,"2016-08-15 15:35:20"
1545,6,237,Low,"2016-08-15 15:35:20"
1546,7,237,Medium,"2016-08-15 15:35:20"
1547,8,237,No,"2016-08-15 15:35:20"
1548,9,237,,"2016-08-15 15:35:20"
1684,1,239,Male,"2016-08-15 17:31:24"
1685,2,239,"25 to 34","2016-08-15 17:31:24"
1686,3,239,"Bachelor degree","2016-08-15 17:31:24"
1687,4,239,"Computer Science","2016-08-15 17:31:24"
1688,5,239,"Yes; for one to five years","2016-08-15 17:31:24"
1689,6,239,High,"2016-08-15 17:31:24"
1690,7,239,Medium,"2016-08-15 17:31:24"
1691,8,239,No,"2016-08-15 17:31:24"
1567,1,240,Female,"2016-08-15 15:47:57"
1568,2,240,"25 to 34","2016-08-15 15:47:57"
1569,3,240,"Some college but no degree","2016-08-15 15:47:57"
1570,4,240,N/A,"2016-08-15 15:47:57"
1571,5,240,No,"2016-08-15 15:47:57"
1572,6,240,Medium,"2016-08-15 15:47:57"
1573,7,240,Medium,"2016-08-15 15:47:57"
1574,8,240,No,"2016-08-15 15:47:57"
1575,9,240,,"2016-08-15 15:47:57"
1558,1,241,Male,"2016-08-15 15:47:33"
1559,2,241,"18 to 24","2016-08-15 15:47:33"
1560,3,241,"Bachelor degree","2016-08-15 15:47:33"
1561,4,241,Biology,"2016-08-15 15:47:33"
1562,5,241,"Yes; for less than a year","2016-08-15 15:47:33"
1563,6,241,Medium,"2016-08-15 15:47:33"
1564,7,241,Medium,"2016-08-15 15:47:33"
1565,8,241,"Not sure","2016-08-15 15:47:33"
1566,9,241,,"2016-08-15 15:47:33"
1710,1,242,Male,"2016-08-15 18:32:04"
1711,2,242,"18 to 24","2016-08-15 18:32:04"
1712,3,242,"Some college but no degree","2016-08-15 18:32:04"
1713,4,242,Accounting,"2016-08-15 18:32:04"
1714,5,242,No,"2016-08-15 18:32:04"
1715,6,242,"Very low","2016-08-15 18:32:04"
1716,7,242,"Very low","2016-08-15 18:32:04"
1717,8,242,No,"2016-08-15 18:32:04"
1718,9,242,,"2016-08-15 18:32:04"
1594,1,246,Male,"2016-08-15 16:12:35"
1595,2,246,"35 to 45","2016-08-15 16:12:35"
1596,3,246,"Graduate degree","2016-08-15 16:12:35"
1597,4,246,MANAGEMENT,"2016-08-15 16:12:35"
1598,5,246,No,"2016-08-15 16:12:35"
1599,6,246,Medium,"2016-08-15 16:12:35"
1600,7,246,Medium,"2016-08-15 16:12:35"
1601,8,246,No,"2016-08-15 16:12:35"
1602,9,246,,"2016-08-15 16:12:35"
1630,1,252,Female,"2016-08-15 16:55:37"
1631,2,252,"35 to 45","2016-08-15 16:55:37"
1632,3,252,"Graduate degree","2016-08-15 16:55:37"
1633,4,252,psychology,"2016-08-15 16:55:37"
1634,5,252,"Yes; for one to five years","2016-08-15 16:55:37"
1635,6,252,High,"2016-08-15 16:55:37"
1636,7,252,Medium,"2016-08-15 16:55:37"
1637,8,252,No,"2016-08-15 16:55:37"
1638,9,252,n/a,"2016-08-15 16:55:37"
1639,1,254,Male,"2016-08-15 17:21:24"
1640,2,254,"25 to 34","2016-08-15 17:21:24"
1641,3,254,"Bachelor degree","2016-08-15 17:21:24"
1642,4,254,Electronics,"2016-08-15 17:21:24"
1643,5,254,"Yes; for one to five years","2016-08-15 17:21:24"
1644,6,254,High,"2016-08-15 17:21:24"
1645,7,254,High,"2016-08-15 17:21:24"
1646,8,254,No,"2016-08-15 17:21:24"
1647,9,254,,"2016-08-15 17:21:24"
1657,1,256,Female,"2016-08-15 17:28:45"
1658,2,256,"25 to 34","2016-08-15 17:28:45"
1659,3,256,"Bachelor degree","2016-08-15 17:28:45"
1660,4,256,Nursing,"2016-08-15 17:28:45"
1661,5,256,No,"2016-08-15 17:28:45"
1662,6,256,Low,"2016-08-15 17:28:45"
1663,7,256,Low,"2016-08-15 17:28:45"
1664,8,256,No,"2016-08-15 17:28:45"
1665,9,256,,"2016-08-15 17:28:45"
1675,1,258,Female,"2016-08-15 17:29:54"
1676,2,258,"25 to 34","2016-08-15 17:29:54"
1677,3,258,"Some college but no degree","2016-08-15 17:29:54"
1678,4,258,Business,"2016-08-15 17:29:54"
1679,5,258,No,"2016-08-15 17:29:54"
1680,6,258,Medium,"2016-08-15 17:29:54"
1681,7,258,Medium,"2016-08-15 17:29:54"
1682,8,258,Yes,"2016-08-15 17:29:54"
1683,9,258,"I use Smart Lights I can control with my phone","2016-08-15 17:29:54"
1692,1,259,Male,"2016-08-15 17:43:28"
1693,2,259,"25 to 34","2016-08-15 17:43:28"
1694,3,259,"Bachelor degree","2016-08-15 17:43:28"
1695,4,259,Journalism,"2016-08-15 17:43:28"
1696,5,259,No,"2016-08-15 17:43:28"
1697,6,259,Medium,"2016-08-15 17:43:28"
1698,7,259,Low,"2016-08-15 17:43:28"
1699,8,259,No,"2016-08-15 17:43:28"
1700,9,259,,"2016-08-15 17:43:28"
1737,1,265,Male,"2016-08-15 18:50:15"
1738,2,265,"18 to 24","2016-08-15 18:50:15"
1739,3,265,"Some college but no degree","2016-08-15 18:50:15"
1740,4,265,IT,"2016-08-15 18:50:15"
1741,5,265,"Yes; for one to five years","2016-08-15 18:50:15"
1742,6,265,"Very high","2016-08-15 18:50:15"
1743,7,265,"Very high","2016-08-15 18:50:15"
1744,8,265,No,"2016-08-15 18:50:15"
1745,9,265,,"2016-08-15 18:50:15"
1764,1,269,Female,"2016-08-15 20:57:10"
1765,2,269,"18 to 24","2016-08-15 20:57:10"
1766,3,269,"Bachelor degree","2016-08-15 20:57:10"
1767,4,269,ARts,"2016-08-15 20:57:10"
1768,5,269,No,"2016-08-15 20:57:10"
1769,6,269,Low,"2016-08-15 20:57:10"
1770,7,269,Low,"2016-08-15 20:57:10"
1771,8,269,No,"2016-08-15 20:57:10"
1772,9,269,,"2016-08-15 20:57:10"
1782,1,270,Female,"2016-08-15 21:25:04"
1783,2,270,"25 to 34","2016-08-15 21:25:04"
1784,3,270,"High school degree or equivalent (e.g., GED)","2016-08-15 21:25:04"
1785,4,270,n/a,"2016-08-15 21:25:04"
1786,5,270,No,"2016-08-15 21:25:04"
1787,6,270,"Very low","2016-08-15 21:25:04"
1788,7,270,Medium,"2016-08-15 21:25:04"
1789,8,270,No,"2016-08-15 21:25:04"
1790,9,270,,"2016-08-15 21:25:04"
1791,1,271,Female,"2016-08-15 21:42:43"
1792,2,271,"25 to 34","2016-08-15 21:42:43"
1793,3,271,"Bachelor degree","2016-08-15 21:42:43"
1794,4,271,ENGLISH,"2016-08-15 21:42:43"
1795,5,271,No,"2016-08-15 21:42:43"
1796,6,271,Low,"2016-08-15 21:42:43"
1797,7,271,Medium,"2016-08-15 21:42:43"
1798,8,271,No,"2016-08-15 21:42:43"
1799,9,271,,"2016-08-15 21:42:43"
1809,1,273,Male,"2016-08-15 23:21:49"
1810,2,273,"18 to 24","2016-08-15 23:21:49"
1811,3,273,"Bachelor degree","2016-08-15 23:21:49"
1812,4,273,"Computer Networking","2016-08-15 23:21:49"
1813,5,273,No,"2016-08-15 23:21:49"
1814,6,273,High,"2016-08-15 23:21:49"
1815,7,273,"Very high","2016-08-15 23:21:49"
1816,8,273,No,"2016-08-15 23:21:49"
1817,9,273,"You can think of computer networking as a more IT and hardware focused version of computer science.","2016-08-15 23:21:49"
1971,1,274,Male,"2016-08-16 11:22:22"
